y,y_bin
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
yes,1
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
yes,1
yes,1
no,0
no,0
no,0
no,0
no,0
yes,1
yes,1
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
yes,1
yes,1
no,0
no,0
no,0
no,0
no,0
yes,1
yes,1
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
yes,1
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
yes,1
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
yes,1
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
yes,1
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
yes,1
no,0
yes,1
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
yes,1
yes,1
yes,1
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
yes,1
no,0
yes,1
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
yes,1
no,0
yes,1
no,0
no,0
no,0
no,0
yes,1
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
yes,1
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
yes,1
yes,1
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
yes,1
no,0
no,0
yes,1
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
yes,1
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
yes,1
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
yes,1
no,0
no,0
no,0
yes,1
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
yes,1
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
yes,1
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
yes,1
yes,1
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
yes,1
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
yes,1
no,0
yes,1
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
yes,1
yes,1
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
yes,1
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
no,0
